method,g_steps,tau_steps,use_corrector,corrector,c_stepsize,c_steps,nfe,h_dist,error_rate,tag
gillespies,4,0,True,birthdeath,0.1,2,179.2,0.0386611042265135,0.0252734375,gillespies-2-birthdeath-0.1
gillespies,4,0,True,birthdeath,0.1,2,179.2,0.0335186836263044,0.0290234375,gillespies-2-birthdeath-0.1
gillespies,4,0,True,birthdeath,0.1,2,179.2,0.0310229873853388,0.03015625,gillespies-2-birthdeath-0.1
gillespies,4,0,True,barker,1.0,2,179.2,0.0413796703214977,0.0174609375,gillespies-2-barker-1.0
gillespies,4,0,True,barker,1.0,2,179.2,0.0271388910035022,0.02390625,gillespies-2-barker-1.0
gillespies,4,0,True,barker,1.0,2,179.2,0.0320064299472472,0.0225,gillespies-2-barker-1.0
gillespies,3,0,True,barker,1.0,2,238.9333333333333,0.0300010981398933,0.016796875,gillespies-2-barker-1.0
gillespies,3,0,True,barker,1.0,2,238.9333333333333,0.0319729459765263,0.0166015625,gillespies-2-barker-1.0
gillespies,3,0,True,barker,1.0,2,238.9333333333333,0.0339888449353699,0.0182421875,gillespies-2-barker-1.0
gillespies,1,0,True,barker,1.0,2,716.8,0.0253033568760827,0.0060546875,gillespies-2-barker-1.0
gillespies,1,0,True,barker,1.0,2,716.8,0.0230349059077568,0.00625,gillespies-2-barker-1.0
gillespies,1,0,True,barker,1.0,2,716.8,0.0256037737023206,0.006328125,gillespies-2-barker-1.0
gillespies,3,0,True,barker,1.0,1,162.13333333333333,0.0326299404770357,0.0183203125,gillespies-1-barker-1.0
gillespies,3,0,True,barker,1.0,1,162.13333333333333,0.0247372534324641,0.018359375,gillespies-1-barker-1.0
gillespies,3,0,True,barker,1.0,1,162.13333333333333,0.0273695147996497,0.021171875,gillespies-1-barker-1.0
tauleaping,0,200,True,birthdeath,0.1,1,380.0,0.0314143202859418,0.0290625,tauleaping-1-birthdeath-0.1
tauleaping,0,200,True,birthdeath,0.1,1,380.0,0.0275817288010239,0.0301953125,tauleaping-1-birthdeath-0.1
tauleaping,0,200,True,birthdeath,0.1,1,380.0,0.0226025033046571,0.0301953125,tauleaping-1-birthdeath-0.1
tauleaping,0,100,True,birthdeath,0.1,1,190.0,0.0363210955836198,0.045703125,tauleaping-1-birthdeath-0.1
tauleaping,0,100,True,birthdeath,0.1,1,190.0,0.0332885489628129,0.0505078125,tauleaping-1-birthdeath-0.1
tauleaping,0,100,True,birthdeath,0.1,1,190.0,0.0366658023762987,0.048046875,tauleaping-1-birthdeath-0.1
tauleaping,0,100,True,birthdeath,0.1,2,280.0,0.0304190185661659,0.0454296875,tauleaping-2-birthdeath-0.1
tauleaping,0,100,True,birthdeath,0.1,2,280.0,0.0462738886100579,0.042734375,tauleaping-2-birthdeath-0.1
tauleaping,0,100,True,birthdeath,0.1,2,280.0,0.0367325264173605,0.0418359375,tauleaping-2-birthdeath-0.1
tauleaping,0,200,True,birthdeath,0.1,2,560.0,0.0236693930769283,0.029921875,tauleaping-2-birthdeath-0.1
tauleaping,0,200,True,birthdeath,0.1,2,560.0,0.0283208032552565,0.02671875,tauleaping-2-birthdeath-0.1
tauleaping,0,200,True,birthdeath,0.1,2,560.0,0.0345192825395468,0.031640625,tauleaping-2-birthdeath-0.1
tauleaping,0,100,True,mpf,0.1,2,280.0,0.0394277404296159,0.00359375,tauleaping-2-mpf-0.1
tauleaping,0,100,True,mpf,0.1,2,280.0,0.0389145538526145,0.0033984375,tauleaping-2-mpf-0.1
tauleaping,0,100,True,mpf,0.1,2,280.0,0.0401845127665203,0.003359375,tauleaping-2-mpf-0.1
tauleaping,0,70,True,mpf,0.1,2,196.0,0.0399913280014473,0.0040625,tauleaping-2-mpf-0.1
tauleaping,0,70,True,mpf,0.1,2,196.0,0.0492695306503534,0.0039453125,tauleaping-2-mpf-0.1
tauleaping,0,70,True,mpf,0.1,2,196.0,0.0402713854763169,0.0030859375,tauleaping-2-mpf-0.1
tauleaping,0,70,True,barker,1.0,2,196.0,0.0523165566253941,0.0371484375,tauleaping-2-barker-1.0
tauleaping,0,70,True,barker,1.0,2,196.0,0.0539260171822427,0.039375,tauleaping-2-barker-1.0
tauleaping,0,70,True,barker,1.0,2,196.0,0.050733433269479,0.0375,tauleaping-2-barker-1.0
tauleaping,0,100,True,barker,1.0,2,280.0,0.0439204861988319,0.029453125,tauleaping-2-barker-1.0
tauleaping,0,100,True,barker,1.0,2,280.0,0.0419302705525599,0.029375,tauleaping-2-barker-1.0
tauleaping,0,100,True,barker,1.0,2,280.0,0.0416231950668467,0.029453125,tauleaping-2-barker-1.0
tauleaping,0,100,True,barker,1.0,1,190.0,0.0492179860748771,0.0360546875,tauleaping-1-barker-1.0
tauleaping,0,100,True,barker,1.0,1,190.0,0.0394950583521944,0.0351171875,tauleaping-1-barker-1.0
tauleaping,0,100,True,barker,1.0,1,190.0,0.0384060432728071,0.03296875,tauleaping-1-barker-1.0
tauleaping,0,70,True,barker,1.0,1,133.0,0.0383903170343897,0.04578125,tauleaping-1-barker-1.0
tauleaping,0,70,True,barker,1.0,1,133.0,0.0462072755642833,0.0472265625,tauleaping-1-barker-1.0
tauleaping,0,70,True,barker,1.0,1,133.0,0.0538863786464232,0.0437890625,tauleaping-1-barker-1.0
tauleaping,0,70,True,mpf,0.1,1,133.0,0.0444169673891666,0.005234375,tauleaping-1-mpf-0.1
tauleaping,0,70,True,mpf,0.1,1,133.0,0.0402883656475971,0.0050390625,tauleaping-1-mpf-0.1
tauleaping,0,70,True,mpf,0.1,1,133.0,0.0465963224834716,0.00609375,tauleaping-1-mpf-0.1
tauleaping,0,100,True,mpf,0.1,1,190.0,0.0364052451907494,0.00515625,tauleaping-1-mpf-0.1
tauleaping,0,100,True,mpf,0.1,1,190.0,0.0391565773243988,0.0047265625,tauleaping-1-mpf-0.1
tauleaping,0,100,True,mpf,0.1,1,190.0,0.0372988232298062,0.0048046875,tauleaping-1-mpf-0.1
tauleaping,0,200,True,mpf,0.1,1,380.0,0.0256613724147325,0.004765625,tauleaping-1-mpf-0.1
tauleaping,0,200,True,mpf,0.1,1,380.0,0.021218526928424,0.00421875,tauleaping-1-mpf-0.1
tauleaping,0,200,True,mpf,0.1,1,380.0,0.0199501097456306,0.00484375,tauleaping-1-mpf-0.1
tauleaping,0,200,True,mpf,0.1,2,560.0,0.0314569606483852,0.003984375,tauleaping-2-mpf-0.1
tauleaping,0,200,True,mpf,0.1,2,560.0,0.0192239787979467,0.0037890625,tauleaping-2-mpf-0.1
tauleaping,0,200,True,mpf,0.1,2,560.0,0.0335167853858025,0.00359375,tauleaping-2-mpf-0.1
gillespies,3,0,True,mpf,0.5,2,238.9333333333333,0.038557943676076,0.0040234375,gillespies-2-mpf-0.5
gillespies,3,0,True,mpf,0.5,2,238.9333333333333,0.0362738006386855,0.00375,gillespies-2-mpf-0.5
gillespies,3,0,True,mpf,0.5,2,238.9333333333333,0.0405284559969248,0.0033984375,gillespies-2-mpf-0.5
gillespies,3,0,True,mpf,0.05,2,238.9333333333333,0.0284500896761008,0.00609375,gillespies-2-mpf-0.05
gillespies,3,0,True,mpf,0.05,2,238.9333333333333,0.0337150037345069,0.005703125,gillespies-2-mpf-0.05
gillespies,3,0,True,mpf,0.05,2,238.9333333333333,0.0319752370718861,0.0073046875,gillespies-2-mpf-0.05
gillespies,3,0,True,mpf,1.0,2,238.9333333333333,0.0482380779063325,0.0025390625,gillespies-2-mpf-1.0
gillespies,3,0,True,mpf,1.0,2,238.9333333333333,0.0423428321116631,0.0028515625,gillespies-2-mpf-1.0
gillespies,3,0,True,mpf,1.0,2,238.9333333333333,0.0452653037105193,0.0026953125,gillespies-2-mpf-1.0
gillespies,5,0,True,mpf,1.0,2,143.36,0.0439910676099487,0.005,gillespies-2-mpf-1.0
gillespies,5,0,True,mpf,1.0,2,143.36,0.0591739406563341,0.0041796875,gillespies-2-mpf-1.0
gillespies,5,0,True,mpf,1.0,2,143.36,0.0510061424319445,0.0046875,gillespies-2-mpf-1.0
gillespies,5,0,True,mpf,1.0,1,97.28,0.0551588584135693,0.0053125,gillespies-1-mpf-1.0
gillespies,5,0,True,mpf,1.0,1,97.28,0.0459781122880114,0.0060546875,gillespies-1-mpf-1.0
gillespies,5,0,True,mpf,1.0,1,97.28,0.0518599544894715,0.0051953125,gillespies-1-mpf-1.0
gillespies,3,0,True,mpf,1.0,1,162.13333333333333,0.0420084203965211,0.003125,gillespies-1-mpf-1.0
gillespies,3,0,True,mpf,1.0,1,162.13333333333333,0.0354476507788513,0.003984375,gillespies-1-mpf-1.0
gillespies,3,0,True,mpf,1.0,1,162.13333333333333,0.0475139298566571,0.0036328125,gillespies-1-mpf-1.0
gillespies,2,0,True,mpf,1.0,1,243.2,0.0460352734972668,0.0024609375,gillespies-1-mpf-1.0
gillespies,2,0,True,mpf,1.0,1,243.2,0.040156599925674,0.0023046875,gillespies-1-mpf-1.0
gillespies,2,0,True,mpf,1.0,1,243.2,0.0423554112916948,0.0019921875,gillespies-1-mpf-1.0
tauleaping,0,100,True,mpf,1.0,1,190.0,0.0556570136090366,0.0015625,tauleaping-1-mpf-1.0
tauleaping,0,100,True,mpf,1.0,1,190.0,0.0486320496617374,0.002265625,tauleaping-1-mpf-1.0
tauleaping,0,100,True,mpf,1.0,1,190.0,0.0491636393396514,0.0023046875,tauleaping-1-mpf-1.0
tauleaping,0,100,True,mpf,1.0,2,280.0,0.04391930107427,0.0013671875,tauleaping-2-mpf-1.0
tauleaping,0,100,True,mpf,1.0,2,280.0,0.0482617087497192,0.001328125,tauleaping-2-mpf-1.0
tauleaping,0,100,True,mpf,1.0,2,280.0,0.0588290635094356,0.00140625,tauleaping-2-mpf-1.0
tauleaping,0,70,True,mpf,1.0,2,196.0,0.0717766220735675,0.0018359375,tauleaping-2-mpf-1.0
tauleaping,0,70,True,mpf,1.0,2,196.0,0.0613325113667296,0.0019140625,tauleaping-2-mpf-1.0
tauleaping,0,70,True,mpf,1.0,2,196.0,0.0644094004415416,0.001875,tauleaping-2-mpf-1.0
tauleaping,0,70,True,mpf,2.0,1,133.0,0.0868887255462804,0.00265625,tauleaping-1-mpf-2.0
tauleaping,0,70,True,mpf,2.0,1,133.0,0.0956350970083493,0.00296875,tauleaping-1-mpf-2.0
tauleaping,0,70,True,mpf,2.0,1,133.0,0.0875718704994679,0.0034765625,tauleaping-1-mpf-2.0
gillespies,3,0,True,mpf,2.0,1,162.13333333333333,0.0483629675551122,0.00375,gillespies-1-mpf-2.0
gillespies,3,0,True,mpf,2.0,1,162.13333333333333,0.0537653582310723,0.0019921875,gillespies-1-mpf-2.0
gillespies,3,0,True,mpf,2.0,1,162.13333333333333,0.051827141525473,0.00296875,gillespies-1-mpf-2.0
gillespies,4,0,True,mpf,2.0,1,121.6,0.0513514692538313,0.0041015625,gillespies-1-mpf-2.0
gillespies,4,0,True,mpf,2.0,1,121.6,0.0599575837164314,0.0039453125,gillespies-1-mpf-2.0
gillespies,4,0,True,mpf,2.0,1,121.6,0.0611042758385066,0.0034765625,gillespies-1-mpf-2.0
gillespies,4,0,True,mpf,2.0,2,179.2,0.060968262363244,0.002734375,gillespies-2-mpf-2.0
gillespies,4,0,True,mpf,2.0,2,179.2,0.0597084670321465,0.002734375,gillespies-2-mpf-2.0
gillespies,4,0,True,mpf,2.0,2,179.2,0.0495365219850224,0.0029296875,gillespies-2-mpf-2.0
gillespies,2,0,True,mpf,2.0,2,358.4,0.0554225743451481,0.0012109375,gillespies-2-mpf-2.0
gillespies,2,0,True,mpf,2.0,2,358.4,0.0545973869335864,0.00125,gillespies-2-mpf-2.0
gillespies,2,0,True,mpf,2.0,2,358.4,0.0516001594851286,0.001484375,gillespies-2-mpf-2.0
tauleaping,0,200,True,mpf,2.0,2,560.0,0.0551860341559138,0.0007421875,tauleaping-2-mpf-2.0
tauleaping,0,200,True,mpf,2.0,2,560.0,0.0507049828136915,0.00078125,tauleaping-2-mpf-2.0
tauleaping,0,200,True,mpf,2.0,2,560.0,0.0473409459862961,0.0007421875,tauleaping-2-mpf-2.0
tauleaping,0,70,True,mpf,2.0,2,196.0,0.1023410374599754,0.0019140625,tauleaping-2-mpf-2.0
tauleaping,0,70,True,mpf,2.0,2,196.0,0.0954416992987636,0.0020703125,tauleaping-2-mpf-2.0
tauleaping,0,70,True,mpf,2.0,2,196.0,0.0835286231996375,0.0018359375,tauleaping-2-mpf-2.0
tauleaping,0,200,True,barker,1.0,2,560.0,0.0361308401124887,0.018046875,tauleaping-2-barker-1.0
tauleaping,0,200,True,barker,1.0,2,560.0,0.0302877595862995,0.019453125,tauleaping-2-barker-1.0
tauleaping,0,200,True,barker,1.0,2,560.0,0.0239243114201759,0.0206640625,tauleaping-2-barker-1.0
tauleaping,0,200,True,barker,1.0,1,380.0,0.0275676723538394,0.0215234375,tauleaping-1-barker-1.0
tauleaping,0,200,True,barker,1.0,1,380.0,0.030452123071244,0.0228515625,tauleaping-1-barker-1.0
tauleaping,0,200,True,barker,1.0,1,380.0,0.0255496365647329,0.0226171875,tauleaping-1-barker-1.0
tauleaping,0,200,True,mpf,2.0,1,380.0,0.0593171957380188,0.001640625,tauleaping-1-mpf-2.0
tauleaping,0,200,True,mpf,2.0,1,380.0,0.0564416798317907,0.00140625,tauleaping-1-mpf-2.0
tauleaping,0,200,True,mpf,2.0,1,380.0,0.0491551889105466,0.0015234375,tauleaping-1-mpf-2.0
gillespies,1,0,True,mpf,2.0,1,486.4,0.0469328760272391,0.0011328125,gillespies-1-mpf-2.0
gillespies,1,0,True,mpf,2.0,1,486.4,0.0492611208487571,0.00109375,gillespies-1-mpf-2.0
gillespies,1,0,True,mpf,2.0,1,486.4,0.0447853136779277,0.0011328125,gillespies-1-mpf-2.0
